AvgSpotLen	BioSample	DATASTORE_filetype	Experiment	LoadDate	MBases	MBytes	Run	SRA_Sample	Sample_Name	disease	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_provider	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	source_name
101	SAMN06016921	contigs sra	SRX2347911	2016-11-15	978	447	SRR5020082	SRS1798184	GSM2390905	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016922	contigs sra	SRX2347912	2016-11-15	1019	478	SRR5020083	SRS1798183	GSM2390906	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016920	contigs sra	SRX2347913	2016-11-15	596	273	SRR5020084	SRS1798185	GSM2390907	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016919	contigs sra	SRX2347914	2016-11-15	965	458	SRR5020085	SRS1798186	GSM2390908	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016918	sra	SRX2347915	2016-11-15	1230	555	SRR5020086	SRS1798187	GSM2390909	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016916	sra	SRX2347916	2016-11-15	1225	572	SRR5020087	SRS1798188	GSM2390910	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016917	sra	SRX2347917	2016-11-15	1429	641	SRR5020088	SRS1798189	GSM2390911	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016915	sra	SRX2347918	2016-11-15	1274	567	SRR5020089	SRS1798190	GSM2390912	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016914	sra	SRX2347919	2016-11-15	1154	518	SRR5020090	SRS1798195	GSM2390913	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016913	contigs sra	SRX2347920	2016-11-15	1104	499	SRR5020091	SRS1798191	GSM2390914	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016912	contigs sra	SRX2347921	2016-11-15	847	380	SRR5020092	SRS1798192	GSM2390915	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016911	sra	SRX2347922	2016-11-15	1335	607	SRR5020093	SRS1798193	GSM2390916	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016978	sra	SRX2347923	2016-11-15	1137	517	SRR5020094	SRS1798194	GSM2390917	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016986	sra	SRX2347924	2016-11-15	1158	560	SRR5020095	SRS1798196	GSM2390918	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016984	sra	SRX2347925	2016-11-15	1133	533	SRR5020096	SRS1798197	GSM2390919	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016983	sra	SRX2347926	2016-11-15	1203	549	SRR5020097	SRS1798198	GSM2390920	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016982	contigs sra	SRX2347927	2016-11-15	1003	453	SRR5020098	SRS1798201	GSM2390921	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016980	contigs sra	SRX2347928	2016-11-15	1057	477	SRR5020099	SRS1798199	GSM2390922	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016979	sra	SRX2347929	2016-11-15	1256	574	SRR5020100	SRS1798200	GSM2390923	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016977	contigs sra	SRX2347930	2016-11-15	921	418	SRR5020101	SRS1798202	GSM2390924	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016976	contigs sra	SRX2347931	2016-11-15	961	435	SRR5020102	SRS1798204	GSM2390925	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016975	sra	SRX2347932	2016-11-15	1096	535	SRR5020103	SRS1798203	GSM2390926	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016973	sra	SRX2347933	2016-11-15	1380	662	SRR5020104	SRS1798205	GSM2390927	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016971	sra	SRX2347934	2016-11-15	1342	624	SRR5020105	SRS1798206	GSM2390928	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016968	contigs sra	SRX2347935	2016-11-15	916	427	SRR5020106	SRS1798207	GSM2390929	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016967	sra	SRX2347936	2016-11-15	1184	551	SRR5020107	SRS1798209	GSM2390930	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016962	sra	SRX2347937	2016-11-15	1264	574	SRR5020108	SRS1798208	GSM2390931	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016961	sra	SRX2347938	2016-11-15	1170	543	SRR5020109	SRS1798215	GSM2390932	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016960	sra	SRX2347939	2016-11-15	1187	565	SRR5020110	SRS1798211	GSM2390933	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016958	contigs sra	SRX2347940	2016-11-15	958	442	SRR5020111	SRS1798210	GSM2390934	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016956	contigs sra	SRX2347941	2016-11-15	1027	488	SRR5020112	SRS1798212	GSM2390935	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016955	sra	SRX2347942	2016-11-15	1560	745	SRR5020113	SRS1798217	GSM2390936	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016954	sra	SRX2347943	2016-11-15	1095	507	SRR5020114	SRS1798213	GSM2390937	Healthy Control	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016952	sra	SRX2347944	2016-11-15	2143	1043	SRR5020115	SRS1798214	GSM2390938	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016950	sra	SRX2347945	2016-11-15	2846	1357	SRR5020116	SRS1798218	GSM2390939	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016947	sra	SRX2347946	2016-11-15	1532	723	SRR5020117	SRS1798219	GSM2390940	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016945	sra	SRX2347947	2016-11-15	2022	962	SRR5020118	SRS1798216	GSM2390941	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016944	sra	SRX2347948	2016-11-15	2057	999	SRR5020119	SRS1798223	GSM2390942	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016943	sra	SRX2347949	2016-11-15	2478	1106	SRR5020120	SRS1798220	GSM2390943	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016942	sra	SRX2347950	2016-11-15	1870	883	SRR5020121	SRS1798227	GSM2390944	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016941	sra	SRX2347951	2016-11-15	2358	1115	SRR5020122	SRS1798222	GSM2390945	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016821	sra	SRX2347952	2016-11-15	1742	866	SRR5020123	SRS1798221	GSM2390946	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016820	sra	SRX2347953	2016-11-15	1480	731	SRR5020124	SRS1798224	GSM2390947	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016940	sra	SRX2347954	2016-11-15	2109	1017	SRR5020125	SRS1798225	GSM2390948	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016829	sra	SRX2347955	2016-11-15	2444	1187	SRR5020126	SRS1798226	GSM2390949	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016827	sra	SRX2347956	2016-11-15	2626	1269	SRR5020127	SRS1798233	GSM2390950	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016825	sra	SRX2347957	2016-11-15	1445	673	SRR5020128	SRS1798228	GSM2390951	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016824	sra	SRX2347958	2016-11-15	2112	972	SRR5020129	SRS1798229	GSM2390952	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016818	sra	SRX2347959	2016-11-15	1576	752	SRR5020130	SRS1798235	GSM2390953	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016817	sra	SRX2347960	2016-11-15	2009	932	SRR5020131	SRS1798230	GSM2390954	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016815	sra	SRX2347961	2016-11-15	2519	1194	SRR5020132	SRS1798231	GSM2390955	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016813	sra	SRX2347962	2016-11-15	1458	754	SRR5020133	SRS1798232	GSM2390956	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016812	sra	SRX2347963	2016-11-15	1010	536	SRR5020134	SRS1798241	GSM2390957	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016811	sra	SRX2347964	2016-11-15	1441	755	SRR5020135	SRS1798234	GSM2390958	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016810	sra	SRX2347965	2016-11-15	1354	729	SRR5020136	SRS1798236	GSM2390959	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016809	contigs sra	SRX2347966	2016-11-15	902	484	SRR5020137	SRS1798237	GSM2390960	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016807	sra	SRX2347967	2016-11-15	1580	829	SRR5020138	SRS1798238	GSM2390961	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016806	sra	SRX2347968	2016-11-15	1186	626	SRR5020139	SRS1798239	GSM2390962	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016805	sra	SRX2347969	2016-11-15	1051	564	SRR5020140	SRS1798240	GSM2390963	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017001	contigs sra	SRX2347970	2016-11-15	931	494	SRR5020141	SRS1798242	GSM2390964	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017000	contigs sra	SRX2347971	2016-11-15	633	369	SRR5020142	SRS1798243	GSM2390965	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06017000	contigs sra	SRX2347971	2016-11-15	607	288	SRR5020143	SRS1798243	GSM2390965	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016999	contigs sra	SRX2347972	2016-11-15	664	385	SRR5020144	SRS1798244	GSM2390966	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016999	contigs sra	SRX2347972	2016-11-15	792	373	SRR5020145	SRS1798244	GSM2390966	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016997	contigs sra	SRX2347973	2016-11-15	408	241	SRR5020146	SRS1798246	GSM2390967	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016995	contigs sra	SRX2347974	2016-11-15	529	307	SRR5020147	SRS1798245	GSM2390968	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016995	sra	SRX2347974	2016-11-15	1452	662	SRR5020148	SRS1798245	GSM2390968	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016994	sra	SRX2347975	2016-11-15	1493	786	SRR5020149	SRS1798247	GSM2390969	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016993	sra	SRX2347976	2016-11-15	1349	718	SRR5020150	SRS1798249	GSM2390970	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016992	sra	SRX2347977	2016-11-15	1079	572	SRR5020151	SRS1798248	GSM2390971	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016990	sra	SRX2347978	2016-11-15	1828	979	SRR5020152	SRS1798255	GSM2390972	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016989	contigs sra	SRX2347979	2016-11-15	840	447	SRR5020153	SRS1798250	GSM2390973	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016988	sra	SRX2347980	2016-11-15	1157	630	SRR5020154	SRS1798251	GSM2390974	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016987	sra	SRX2347981	2016-11-15	1176	640	SRR5020155	SRS1798252	GSM2390975	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016772	sra	SRX2347982	2016-11-15	966	520	SRR5020156	SRS1798258	GSM2390976	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016770	sra	SRX2347983	2016-11-15	1230	671	SRR5020157	SRS1798253	GSM2390977	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016991	contigs sra	SRX2347984	2016-11-15	922	477	SRR5020158	SRS1798254	GSM2390978	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016768	sra	SRX2347985	2016-11-15	2280	1183	SRR5020159	SRS1798256	GSM2390979	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016768	sra	SRX2347985	2016-11-15	1579	741	SRR5020160	SRS1798256	GSM2390979	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016766	contigs sra	SRX2347986	2016-11-15	920	485	SRR5020161	SRS1798257	GSM2390980	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016762	contigs sra	SRX2347987	2016-11-15	919	480	SRR5020162	SRS1798259	GSM2390981	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
101	SAMN06016759	sra	SRX2347988	2016-11-15	1113	514	SRR5020163	SRS1798260	GSM2390982	Multiple Sclerosis	RNA-Seq	PRJNA353588	GEO	public	ncbi	0	Illumina HiSeq 2500	SINGLE	cDNA	TRANSCRIPTOMIC	Homo sapiens	ILLUMINA	2017-08-15	SRP093349	Thrombocytes
